external_id,name,category_raw,address_clean,postcode_digits,city_market,lat,lon,website_norm,phones_e164,emails_final_clean,facebook_url_final_clean_best,instagram_url_final_clean_best,whatsapp_url_final_clean_best,youtube_url_final_clean_best,tiktok_url_final_clean_best,linkedin_url_final_clean_best,telegram_url_final_clean_best,twitter_url_final_clean_best,pinterest_url_final_clean_best,google_maps_url,open_status_norm,working_hours
ChIJMRalj435sUARzZgLIs4PqhY,Allonx - JDentalCare în România / Soluții pentru FullArch,Furnizor de implanturi dentare,"Str. Barbu Văcărescu 162, București",020284,București,44.4649112,26.1086258,https://www.allonx.ro/,+40744492166,contact@allonx.ro,https://www.facebook.com/allonx.ro,,https://api.whatsapp.com/send?phone=40744492166,,,,,,,https://www.google.com/maps/place/Allonx+-+JDentalCare+%C3%AEn+Rom%C3%A2nia+%2F+Solu%C8%9Bii+pentru+FullArch/data=!4m7!3m6!1s0x40b1f98d8fa51631:0x16aa0fce220b98cd!8m2!3d44.4649112!4d26.1086258!16s%2Fg%2F11s37fddgt!19sChIJMRalj435sUARzZgLIs4PqhY?authuser=0&hl=ru&rclk=1,open,miercuri: 08–18; joi: 08–18; vineri: 08–18; sâmbătă: 08–13; duminică: Închis; luni: 08–18; marți: 08–18
g/1tdp83kf,CityDent,Clinică de stomatologie,"Strada Teheran 2, București",000000,București,44.4640306,26.0908952,https://citydent.ro/,+40740621090,office@citydent.ro,https://www.facebook.com/citydentmydentist,https://www.instagram.com/clinicacitydent,,https://www.youtube.com/user/ClinicaCITYDENT,,https://www.linkedin.com/company/citydent-clinic,,,,"https://www.google.com/maps/place/CityDent/@44.4640306,26.0908952,17z/data=!3m1!4b1!4m6!3m5!1s0x40b2020f261e7b51:0xbd1d8ac3fc223aba!8m2!3d44.4640306!4d26.0908952!16s%2Fg%2F1tdp83kf?entry=ttu&g_ep=EgoyMDI1MTAyOC4wIKXMDSoASAFQAw%3D%3D",open,miercuri: 09–21; joi: 09–21; vineri: 09–21; sâmbătă: Închis; duminică: Închis; luni: 09–21; marți: 09–21
g/11fst11sq2,ZEEDDENT CLINIC,Clinică de stomatologie,"Strada Țepeș Vodă 55, București",030167,București,44.4355331,26.1269859,https://www.zeeddent.ro/contact,+40727388894,zeeddentclinic@yahoo.com,https://www.facebook.com/zeeddentclinic,https://instagram.com/zeeddent,,,,,,,,"https://www.google.com/maps/place/ZEEDDENT+CLINIC/@44.4355331,26.1269859,17z/data=!3m1!4b1!4m6!3m5!1s0x40b1ff8904a796a9:0x330034c2b9100926!8m2!3d44.4355331!4d26.1269859!16s%2Fg%2F11fst11sq2?entry=ttu&g_ep=EgoyMDI1MTAyOC4wIKXMDSoASAFQAw%3D%3D",unspecified,
g/11svm9bfyr,DentalQ,Clinică de stomatologie,"Strada Cornescu 71, București",011661,București,44.4617316,26.1005881,https://dentalq.ro/,+40775505506,,https://www.facebook.com/DentalQ.clinic,https://www.instagram.com/dentalq.ro,,,,,,,,"https://www.google.com/maps/place/DentalQ/@44.4617316,26.1005881,17z/data=!3m1!4b1!4m6!3m5!1s0x40b1f9f46079d2f3:0x3f9e11a3ca0fb590!8m2!3d44.4617316!4d26.1005881!16s%2Fg%2F11svm9bfyr?entry=ttu&g_ep=EgoyMDI1MTAyOC4wIKXMDSoASAFQAw%3D%3D",open,miercuri: 08–20; joi: 08–20; vineri: 08–20; sâmbătă: Închis; duminică: Închis; luni: 08–20; marți: 08–20
g/1hc1_jprp,Clinica Dr Vereanu,Clinică de stomatologie,"Strada Argentina 45, București",011816,București,44.4550831,26.0892014,https://clinicavereanu.ro/programare-online/,+40740606606,contact@clinicavereanu.ro,https://www.facebook.com/Clinica.Vereanu,,,https://www.youtube.com/@clinicadrvereanu9916,,,,,,"https://www.google.com/maps/place/Clinica+Dr+Vereanu/@44.4550831,26.0892014,17z/data=!3m1!4b1!4m6!3m5!1s0x40b20268ba0c77c5:0x78f4d09fba86a1ea!8m2!3d44.4550831!4d26.0892014!16s%2Fg%2F1hc1_jprp?entry=ttu&g_ep=EgoyMDI1MTAyOC4wIKXMDSoASAFQAw%3D%3D",open,miercuri: 08:30–20:30; joi: 08:30–20:30; vineri: 08:30–20:30; sâmbătă: Închis; duminică: Închis; luni: 08:30–20:30; marți: 08:30–20:30
g/11l85rfdk6,Dr. Ardeleanu Dorobanți,Clinică de stomatologie,"Strada Locotenent Aviator Iuliu Tetrat 23, București",011912,București,44.4630369,26.0930531,https://stage.clinicileardeleanu.ro/clinici/clinica-dorobanti/,+40319963,,https://www.facebook.com/Dr.Ardeleanu,,,https://www.youtube.com/@cliniciledrardeleanu1621,,,,,,"https://www.google.com/maps/place/Dr.+Ardeleanu+Doroban%C8%9Bi/@44.4630369,26.0930531,17z/data=!3m1!4b1!4m6!3m5!1s0x40b203281642cdd3:0x7c8bb746a2ba2048!8m2!3d44.4630369!4d26.0930531!16s%2Fg%2F11l85rfdk6?entry=ttu&g_ep=EgoyMDI1MTAyOC4wIKXMDSoASAFQAw%3D%3D",unspecified,
g/12q4t9wq4,Stomatologia Digitală Dr. Smile,Clinică de stomatologie,"Calea Dudești 202, București",031084,București,44.4202071,26.135,https://drsmile.ro/ro/contact/,+40722770753,,,,,,,,,,,"https://www.google.com/maps/place/Stomatologia+Digital%C4%83+Dr.+Smile/@44.4202071,26.135,17z/data=!3m1!4b1!4m6!3m5!1s0x40b1fee80a229af5:0x9554a992b135e380!8m2!3d44.4202071!4d26.135!16s%2Fg%2F12q4t9wq4?entry=ttu&g_ep=EgoyMDI1MTAyOC4wIKXMDSoASAFQAw%3D%3D",open,miercuri: 08–20; joi: 08–20; vineri: 08–20; sâmbătă: Închis; duminică: Închis; luni: 08–20; marți: 08–20
g/1thhh_vw,Clinica stomatologica Bucuresti sector 1 - Velvet Dental,Stomatolog,"Strada Herăstrău 1, București",014192,București,44.4672489,26.0877389,https://velvetdental.ro/ro/contact/,+40319196,office@velvetdental.ro,https://www.facebook.com/velvetdentalclinics,https://www.instagram.com/velvet.dental,,,,https://www.linkedin.com/company/velvet-dental-clinics,,https://x.com/velvetdental,,"https://www.google.com/maps/place/Clinica+stomatologica+Bucuresti+sector+1+-+Velvet+Dental/@44.4672489,26.0877389,17z/data=!3m1!4b1!4m6!3m5!1s0x40b1ff3d427161c1:0x3448745f217a07b8!8m2!3d44.4672489!4d26.0877389!16s%2Fg%2F1thhh_vw?entry=ttu&g_ep=EgoyMDI1MTAyOC4wIKXMDSoASAFQAw%3D%3D",open,miercuri: 09–21; joi: 09–21; vineri: 09–21; sâmbătă: 09–15; duminică: Închis; luni: 09–21; marți: 09–21
ChIJgyk_KkQDskARP0DUQhcIoL0,Smile 4 Kids,Dentist pediatru,"Strada Crângului 4, București",011993,București,44.4690539,26.0898552,https://smile4kids.ro/programare/,+40761888776,info@smile4kids.ro,https://www.facebook.com/Smile4Kids.ro,,,https://www.youtube.com/@smile4kids698,,,,,,https://www.google.com/maps/place/Smile+4+Kids/data=!4m7!3m6!1s0x40b203442a3f2983:0xbda0081742d4403f!8m2!3d44.4690539!4d26.0898552!16s%2Fg%2F11h07vf490!19sChIJgyk_KkQDskARP0DUQhcIoL0?authuser=0&hl=ru&rclk=1,open,miercuri: 08:30–21; joi: 08:30–21; vineri: 08:30–21; sâmbătă: 09–15; duminică: Închis; luni: 08:30–21; marți: 08:30–21
ChIJyxyTAND_sUARrMFoSHSel2c,Cris Smile Studio Nasaud - Cabinet Stomatologic Sector 4 / Sector 5 - Urgente Stomatologice - Implant Dentar Bucuresti,Clinică de stomatologie,"Strada Năsăud 68A, București",052064,București,44.412257,26.0793041,,+40765449033,,,,,,,,,,,https://www.google.com/maps/place/Cris+Smile+Studio+Nasaud+-+Cabinet+Stomatologic+Sector+4+%2F+Sector+5+-+Urgente+Stomatologice+-+Implant+Dentar+Bucuresti/data=!4m7!3m6!1s0x40b1ffd000931ccb:0x67979e744868c1ac!8m2!3d44.412257!4d26.0793041!16s%2Fg%2F11vhckvmt1!19sChIJyxyTAND_sUARrMFoSHSel2c?authuser=0&hl=ru&rclk=1,open,miercuri: 09–21; joi: 09–21; vineri: 09–21; sâmbătă: Închis; duminică: Închis; luni: 09–21; marți: 09–21
ChIJydGuqdj-sUARgq4V7NNTSi4,Crystal Dental Clinic,Clinică de stomatologie,"Strada Olteni 10, București",030786,București,44.4289144,26.1099202,https://www.crystaldentalclinic.ro/contact,+40310051794,,,,,,,,,,,https://www.google.com/maps/place/Crystal+Dental+Clinic/data=!4m7!3m6!1s0x40b1fed8a9aed1c9:0x2e4a53d3ec15ae82!8m2!3d44.4289144!4d26.1099202!16s%2Fg%2F1wz516kp!19sChIJydGuqdj-sUARgq4V7NNTSi4?authuser=0&hl=ru&rclk=1,open,miercuri: 08:30–20:30; joi: 08:30–20:30; vineri: 08:30–20:30; sâmbătă: 08:30–14:30; duminică: Închis; luni: 08:30–20:30; marți: 08:30–20:30
ChIJpVCz1Zv_sUARvmSFzuNPG50,Cris Smile Studio,Clinică de stomatologie,"Strada Malcoci 2, București",051923,București,44.4101135,26.070406,https://cris-smile.ro/onorarii/,+40723918404,rahova@cris-smile.ro,https://www.facebook.com/cris.smile.studio,https://www.instagram.com/cris.smile.studio,,https://www.youtube.com/channel/UCmio7CPIRFa-9PVzJHOeicg,,,,,,https://www.google.com/maps/place/Cris+Smile+Studio/data=!4m7!3m6!1s0x40b1ff9bd5b350a5:0x9d1b4fe3ce8564be!8m2!3d44.4101135!4d26.070406!16s%2Fg%2F1t_hxh5q!19sChIJpVCz1Zv_sUARvmSFzuNPG50?authuser=0&hl=ru&rclk=1,open,miercuri: 09–21; joi: 09–21; vineri: 09–21; sâmbătă: Închis; duminică: Închis; luni: 09–21; marți: 09–21
ChIJLeWyEOH-sUARs62t5mppvDw,Clinicile Dr Alecu - Clinica Stomatologica Sector 3,Clinică de stomatologie,"Calea Vitan 28, București",031297,București,44.4206405,26.1249285,https://cliniciledralecu.ro/programare-online/,+40729690925,contact@cliniciledralecu.ro,https://www.facebook.com/stomatologiefaradurere,https://www.instagram.com/cliniciledralecu,https://wa.me/+40729690925,,,,,,,https://www.google.com/maps/place/Clinicile+Dr+Alecu+-+Clinica+Stomatologica+Sector+3/data=!4m7!3m6!1s0x40b1fee110b2e52d:0x3cbc696ae6adadb3!8m2!3d44.4206405!4d26.1249285!16s%2Fg%2F11kb2bsf5q!19sChIJLeWyEOH-sUARs62t5mppvDw?authuser=0&hl=ru&rclk=1,open,miercuri: 10–21; joi: 10–21; vineri: 10–21; sâmbătă: Închis; duminică: Închis; luni: 10–21; marți: 10–21
ChIJ-Ua3_l0DskAR_z9rpLahc3k,PerfectdentKids,Stomatolog,"Perfectdent Kids, Maresal Averescu Nr1, București",011454,București,44.4625197,26.0726883,https://www.perfectdent.ro/,+40722337225,office@perfectdent.ro,https://www.facebook.com/perfectdent.theclinic,https://www.instagram.com/perfectdenttheclinic,,,,,,,,https://www.google.com/maps/place/PerfectdentKids/data=!4m7!3m6!1s0x40b2035dfeb746f9:0x7973a1b6a46b3fff!8m2!3d44.4625197!4d26.0726883!16s%2Fg%2F11fph84p2s!19sChIJ-Ua3_l0DskAR_z9rpLahc3k?authuser=0&hl=ru&rclk=1,open,miercuri: 09–20; joi: 09–20; vineri: 09–20; sâmbătă: Închis; duminică: Închis; luni: 09–20; marți: 09–20
ChIJVR3EPBcCskAR60f3YnOkNwY,Perfectdent,Clinică de stomatologie,"Bdul Ion Mihalache 93 bl 14 sc1 Parter, București",011176,București,44.460269,26.0746482,https://perfectdent.ro/contact/,+40757108819,office@perfectdent.ro,https://www.facebook.com/perfectdent.theclinic,https://www.instagram.com/perfectdenttheclinic,,,,,,,,https://www.google.com/maps/place/Perfectdent/data=!4m7!3m6!1s0x40b202173cc41d55:0x637a47362f747eb!8m2!3d44.460269!4d26.0746482!16s%2Fg%2F1hc6367n5!19sChIJVR3EPBcCskAR60f3YnOkNwY?authuser=0&hl=ru&rclk=1,open,miercuri: 09–20; joi: 09–20; vineri: 09–20; sâmbătă: Închis; duminică: Închis; luni: 09–20; marți: 09–20
ChIJf8juU3n_sUARm-5pUhmkIjY,White Dent Clinic,Clinică de stomatologie,"Strada Șoimuș nr.107, București",040706,București,44.388963,26.1024807,https://www.wdent.ro/,+40314211605,wdent@wdent.ro,https://www.facebook.com/ClinicaWhiteDent,,,,,,,,,https://www.google.com/maps/place/White+Dent+Clinic/data=!4m7!3m6!1s0x40b1ff7953eec87f:0x3622a4195269ee9b!8m2!3d44.388963!4d26.1024807!16s%2Fg%2F11fq8s51jp!19sChIJf8juU3n_sUARm-5pUhmkIjY?authuser=0&hl=ru&rclk=1,open,miercuri: 09–20; joi: 09–20; vineri: 09–20; sâmbătă: 09–12; duminică: Închis; luni: 09–20; marți: 09–20
